"aisle_id","product_id","product_name","department_id","aisle"
1,47745,"Autumn Squash Soup",20,"prepared soups salads"
1,12398,"Caprese Salad",20,"prepared soups salads"
1,46443,"Curried Tofu",20,"prepared soups salads"
1,39518,"Curry Cauliflower Soup",20,"prepared soups salads"
1,4977,"Mushroom Barley Soup",20,"prepared soups salads"
1,47329,"Fresh Fruit Salad",20,"prepared soups salads"
1,37890,"Roasted Tomato Basil Soup",20,"prepared soups salads"
1,32214,"Sunflower Crisp Chopped Salad",20,"prepared soups salads"
1,16540,"Chicken Ceasar Wrap",20,"prepared soups salads"
1,26870,"New England Clam Chowder",20,"prepared soups salads"
1,11064,"Cucumber Salad",20,"prepared soups salads"
1,22155,"Petite Caesar Salad",20,"prepared soups salads"
1,23719,"Chicken Tortilla Soup",20,"prepared soups salads"
1,4369,"American Potato Salad",20,"prepared soups salads"
1,48474,"Deli Fresh Coleslaw",20,"prepared soups salads"
1,43221,"Egg Salad",20,"prepared soups salads"
1,47979,"Butternut Squash Bisque",20,"prepared soups salads"
1,34237,"Organic Add Me Kale Blend Bagged Salad",20,"prepared soups salads"
1,14864,"Low-Fat Chicken Tortilla Soup",20,"prepared soups salads"
1,20874,"Pimento Cheese Spread",20,"prepared soups salads"
1,38212,"Tomato Basil Bisque",20,"prepared soups salads"
1,34345,"Raw Carrot Soup",20,"prepared soups salads"
1,14559,"Soba Noodles With Sesame Almond Sauce",20,"prepared soups salads"
1,35575,"Sesame Miso Chopped Salad",20,"prepared soups salads"
1,38694,"BBQ Chopped Salad",20,"prepared soups salads"
1,42161,"Sesame Pasta Salad",20,"prepared soups salads"
1,17897,"Asian Slaw",20,"prepared soups salads"
1,39968,"Miso Soup",20,"prepared soups salads"
1,11888,"Chickpea Salad",20,"prepared soups salads"
1,2539,"Original Potato Salad",20,"prepared soups salads"
1,28698,"Asian Noodle Salad",20,"prepared soups salads"
1,19733,"Potato Pancakes",20,"prepared soups salads"
1,3991,"Moms Macaroni Salad",20,"prepared soups salads"
1,26714,"Chicken Salad",20,"prepared soups salads"
1,30843,"Detox Salad",20,"prepared soups salads"
1,26352,"Chicken Caesar Salad",20,"prepared soups salads"
1,18864,"Chili",20,"prepared soups salads"
1,41630,"Homestyle Potato Salad",20,"prepared soups salads"
1,25199,"Classic Chicken Salad",20,"prepared soups salads"
1,20344,"Chunky Chicken Noodle Soup",20,"prepared soups salads"
1,8382,"Organic Tomato Bisque",20,"prepared soups salads"
1,12292,"Salad, Baby Spinach & Chicken",20,"prepared soups salads"
1,17574,"American Classics Macaroni Salad",20,"prepared soups salads"
1,32878,"Clam Chowder",20,"prepared soups salads"
1,22152,"Cauliflower Gratin",20,"prepared soups salads"
1,43855,"Tomato Bisque",20,"prepared soups salads"
1,34141,"Tabouli Salad",20,"prepared soups salads"
1,13735,"Loaded Potato Salad",20,"prepared soups salads"
1,37258,"Butternut Squash Soup",20,"prepared soups salads"
1,2941,"Broccoli Salad",20,"prepared soups salads"
1,22182,"Old Fashioned Potato Salad",20,"prepared soups salads"
1,34133,"Chopped Southwest Salad With Dressing",20,"prepared soups salads"
1,19101,"Quinoa, Kale & Red Lentil Soup",20,"prepared soups salads"
1,37167,"Mustard Potato Salad",20,"prepared soups salads"
1,16178,"Soup Chicken Tortilla",20,"prepared soups salads"
1,44705,"Classic Macaroni Salad",20,"prepared soups salads"
1,43136,"Organic Southwest Salad",20,"prepared soups salads"
1,30763,"Garden Vegetable Soup",20,"prepared soups salads"
1,40052,"Vegan Pesto Pasta",20,"prepared soups salads"
2,26901,"Ricotta Salata Cheese",16,"specialty cheeses"
2,13828,"Garlic & Herbs Spreadable Cheese",16,"specialty cheeses"
2,13992,"Ultra Sharp Cheese Cheddar",16,"specialty cheeses"
2,19696,"Garlic & Herb Goat Cheese",16,"specialty cheeses"
2,6952,"Ricotta Sheep Fresca",16,"specialty cheeses"
2,32654,"Muenster Cheese, Pre-Sliced",16,"specialty cheeses"
2,45700,"Brillat Savarin",16,"specialty cheeses"
2,7668,"Fresh Goat Cheese Pepper Chevre",16,"specialty cheeses"
2,47279,"Aged Asiago Cheese",16,"specialty cheeses"
2,41571,"Semi-soft Goat Cheese Bathed in Red Wine",16,"specialty cheeses"
2,27112,"Pepper Gournay Cheese",16,"specialty cheeses"
2,45167,"Semi Soft Part-Skim Cheese",16,"specialty cheeses"
2,4764,"Merlot & Sharp Cheddar Cheese",16,"specialty cheeses"
2,98,"2% Yellow American Cheese",16,"specialty cheeses"
2,20080,"Tomme De Savoie Cheese",16,"specialty cheeses"
2,982,"Aged Gouda Cheese",16,"specialty cheeses"
2,8032,"Feta Cheese Crumbles Original",16,"specialty cheeses"
2,15885,"Organic Vegan Smoked Farmhouse Cheese",16,"specialty cheeses"
2,21763,"Truffle Chevre Log",16,"specialty cheeses"
2,42290,"Baby Swiss Cheese Pre-Sliced Deli",16,"specialty cheeses"
2,19413,"Winter Truffle",16,"specialty cheeses"
2,19782,"Smoked Mozzarella",16,"specialty cheeses"
2,19857,"Plain Goat's Milk Cheese Log",16,"specialty cheeses"
2,1238,"Smoked Sea Salt & Rosemary Goat Cheese & Olive Oil Infusion",16,"specialty cheeses"
2,14889,"Light Garlic & Herbs Cheese Dip",16,"specialty cheeses"
2,30072,"Baby Swiss",16,"specialty cheeses"
2,10747,"Petite Breakfast Fresh Brie",16,"specialty cheeses"
2,35139,"Emmentaler Imported Swiss Cheese",16,"specialty cheeses"
2,1346,"Freshly Crumbled Gorgonzola Cheese",16,"specialty cheeses"
2,26142,"Lite Reduced Fat Swiss Cheese",16,"specialty cheeses"
2,18132,"Gruyere Cheese",16,"specialty cheeses"
2,26782,"Cream Havarti with Dill",16,"specialty cheeses"
2,16861,"Pecorino Toscano Cheese",16,"specialty cheeses"
2,18366,"Garlic Herb Goat Cheese Log",16,"specialty cheeses"
2,22994,"Fresh Goat Cheese Lemon",16,"specialty cheeses"
2,35005,"Morbier",16,"specialty cheeses"
2,11307,"Goat Cheese Logs",16,"specialty cheeses"
2,8473,"Vermont Cheddar Cheese",16,"specialty cheeses"
2,10424,"Triple Creme Brie",16,"specialty cheeses"
2,19978,"Authentic Danish Style Blue Cheese",16,"specialty cheeses"
2,44039,"Smoked Cheddar",16,"specialty cheeses"
2,4892,"Wedge Roquefort",16,"specialty cheeses"
2,7455,"Crumbled Tomato Basil Goat Cheese",16,"specialty cheeses"
2,37565,"Sharp Cheddar Spreadable Cheese",16,"specialty cheeses"
2,29828,"Sharp Cheddar Cheeseball Spreadable Cheeseball",16,"specialty cheeses"
2,26106,"Bavarian Emmentaler",16,"specialty cheeses"
2,40511,"Organic Gouda Bar",16,"specialty cheeses"
2,22903,"French Brie",16,"specialty cheeses"
2,8188,"Wisconsin Cheese Edam",16,"specialty cheeses"
2,11933,"Grated Parmigiano Reggiano",16,"specialty cheeses"
2,9737,"Sliced Sharp Cheddar",16,"specialty cheeses"
2,9146,"Organic Chèvre Fleurie Soft Ripened Goat Cheese",16,"specialty cheeses"
2,37692,"Horseradish Cheddar Cheese",16,"specialty cheeses"
2,6775,"Amish Gorgonzola Cheese",16,"specialty cheeses"
2,12203,"Camembert Soft Ripened",16,"specialty cheeses"
2,12290,"Brie",16,"specialty cheeses"
2,5638,"Soft Ripened Mini Bucheron Goat Cheese",16,"specialty cheeses"
2,23139,"Fresh Goat Cheese Classic",16,"specialty cheeses"
2,702,"Cheese Spread Port Wine",16,"specialty cheeses"
2,36257,"Camembert Soft Ripened Cheese",16,"specialty cheeses"
2,18882,"4 Peppercorn Chabis Goat Milk Cheese",16,"specialty cheeses"
2,47317,"Imported Swiss Cheese",16,"specialty cheeses"
2,18844,"Vermont Sharp Cheddar Cheese",16,"specialty cheeses"
2,21451,"Beer Cheese Spreadable Cheese",16,"specialty cheeses"
2,45088,"California Dill Pollen & Garlic Goat Cheese & Olive Oil Infusion",16,"specialty cheeses"
2,6486,"Pate De Champagne",16,"specialty cheeses"
2,16779,"Holey Cow",16,"specialty cheeses"
2,7431,"Original Creme De Brie Spreadable Cheese",16,"specialty cheeses"
2,16910,"Port Wine Cheese Ball",16,"specialty cheeses"
2,35929,"Asiago All Natural Cheese Aged Over 5 Years",16,"specialty cheeses"
2,39749,"Feta Cheese with Herbs & Spices in Oil",16,"specialty cheeses"
2,21408,"Labné Kefir Cheese",16,"specialty cheeses"
2,31976,"7 OZ WESTMINISTER CHEDDAR SHARP",16,"specialty cheeses"
2,45624,"18 Month Limited Extra Sharp White Cheddar Cheese",16,"specialty cheeses"
2,49658,"Brie with Herbs Foil Wedge",16,"specialty cheeses"
2,14073,"Snacking Cheese, Fresh Mozzarella",16,"specialty cheeses"
2,4532,"Reduced Fat Garlic & Herbs Spreadable Cheese",16,"specialty cheeses"
2,38901,"Unwrap & Roll Mozzarella Cheese",16,"specialty cheeses"
2,26755,"To Go Sopressata & Picante Provolone Slices",16,"specialty cheeses"
2,21313,"Brie Cheese",16,"specialty cheeses"
2,41730,"Goat Brie",16,"specialty cheeses"
2,6980,"Toma",16,"specialty cheeses"
2,19924,"Private Stock Vermont Cheddar Cheese",16,"specialty cheeses"
2,46825,"3 Year Heritage White Cheddar",16,"specialty cheeses"
2,22004,"Cheese Spread Almond Swiss",16,"specialty cheeses"
2,43864,"Le Petite Fromage Cucumber & Dill Spreadable Cheese",16,"specialty cheeses"
2,15762,"Reduced Fat Plain Goat's Milk Cheese",16,"specialty cheeses"
2,7879,"American Cheese, Pre-Sliced",16,"specialty cheeses"
2,32525,"Petite Truffle Brie",16,"specialty cheeses"
2,38572,"Mature Cheddar",16,"specialty cheeses"
2,25520,"Reduced Fat Crumbled Blue Cheese",16,"specialty cheeses"
2,20710,"Reduced Fat Swiss Cheese",16,"specialty cheeses"
2,11046,"Humboldt Fog",16,"specialty cheeses"
2,10140,"Organic Fontina Cheese",16,"specialty cheeses"
2,16251,"Double Cream Cremont",16,"specialty cheeses"
2,39163,"Bayley Hazen Blue",16,"specialty cheeses"
2,32835,"Crumbled Cheese, Traditional, Feta, Fat Free",16,"specialty cheeses"
2,6920,"Cave-Aged Kaltbach Gruyere Cheese",16,"specialty cheeses"
2,21285,"Gorgonzola Cheese",16,"specialty cheeses"
2,9454,"Goat Cheese",16,"specialty cheeses"
2,26941,"Chaumes Cheese",16,"specialty cheeses"
2,7919,"Picante Provolone Cheese",16,"specialty cheeses"
2,11306,"Mild  Switzerland Le Gruyere Cheese",16,"specialty cheeses"
2,47612,"Halloumi Cheese",16,"specialty cheeses"
2,26146,"Pub Cheese Cheddar & Horseradish",16,"specialty cheeses"
2,26130,"Creamy Gorg Blue-Veined Cheese Soft",16,"specialty cheeses"
2,13461,"Epoisses Cheese",16,"specialty cheeses"
2,44611,"Blue Cheese",16,"specialty cheeses"
2,43979,"Sliced Monterey Jack Cheese",16,"specialty cheeses"
2,1954,"Goat Cheese Pyramid",16,"specialty cheeses"
2,39612,"Grated Pecorino Romano Cheese",16,"specialty cheeses"
2,25627,"Burrata Mozzarella Cheese",16,"specialty cheeses"
2,4101,"Horseradish Cheddar",16,"specialty cheeses"
2,33021,"Reserve Cheddar Cheese",16,"specialty cheeses"
2,19567,"White",16,"specialty cheeses"
2,5995,"Asiago Pressato",16,"specialty cheeses"
2,19237,"Burger Blue Cheese Slices",16,"specialty cheeses"
2,35721,"Irish Aged Cheddar Cheese",16,"specialty cheeses"
2,33323,"Il Mascarpone",16,"specialty cheeses"
2,36188,"Cotija Whole Milk Cheese",16,"specialty cheeses"
2,2178,"Natural Deli Slices Gouda Cheese",16,"specialty cheeses"
2,32909,"Semi-Soft Part Skim Cheese",16,"specialty cheeses"
2,21901,"Le Petite Fromage Parmesan & Basil",16,"specialty cheeses"
2,14893,"Ciliegine Mozzarella",16,"specialty cheeses"
2,27133,"Soft‑Ripened Brie Cheese",16,"specialty cheeses"
2,23934,"Semi Soft Cheese Minis",16,"specialty cheeses"
2,13093,"Camembert",16,"specialty cheeses"
2,42007,"American Yellow Cheese",16,"specialty cheeses"
2,7345,"Parmigiano Reggiano Cheese",16,"specialty cheeses"
2,22091,"French Triple Creme Cheese",16,"specialty cheeses"
2,2798,"Shredded Four Cheese Blend",16,"specialty cheeses"
2,40833,"Feta Crumbled Garlic & Herb Cheese",16,"specialty cheeses"
2,49617,"Creamy Mozzarella Sun-Dried Tomato & Basil Flavor Cheese Wedges",16,"specialty cheeses"
2,47446,"Rio Briati",16,"specialty cheeses"
2,7872,"Original Chabis Pure Goat Milk Cheese",16,"specialty cheeses"
2,37524,"Fresh Mozzarella Ball",16,"specialty cheeses"
2,43703,"Manchego Cheese",16,"specialty cheeses"
2,33116,"Organic Vegan Sundried Tomato Nut Cheese",16,"specialty cheeses"
2,48969,"Cheese Plate Spanish",16,"specialty cheeses"
2,7427,"Extra Aged Gouda Cheese",16,"specialty cheeses"
2,13266,"Manchego",16,"specialty cheeses"
2,117,"Petit Suisse Fruit",16,"specialty cheeses"
2,7153,"Garlic And Herb",16,"specialty cheeses"
2,48525,"All Natural Cheese Deli Slices - Swiss/Colby/Cheddar/Monterey Jack",16,"specialty cheeses"
2,11604,"Blue Cheese Stilton Wedge",16,"specialty cheeses"
2,38336,"Skellig 100% Natural Cheese Sweet Cheddar",16,"specialty cheeses"
2,1701,"Blarney Castle Smooth & Mild Gouda Style Cheese",16,"specialty cheeses"
2,33517,"Jalapeno Havarti",16,"specialty cheeses"
2,31959,"Garden Vegetable Spread Deli Cups",16,"specialty cheeses"
2,20202,"Yellow American Cheese",16,"specialty cheeses"
2,14511,"Grated Pecorino Romano",16,"specialty cheeses"
2,34453,"Organic Natural Fresh Goat Cheese",16,"specialty cheeses"
2,11710,"Fresh Mozzarella Snacking Cheese",16,"specialty cheeses"
2,31028,"Honey Lavender Fromage Blac Unsalted Goat's Milk Cheese",16,"specialty cheeses"
2,13409,"Dubliner Wedge Pre Cut Cheese",16,"specialty cheeses"
2,9523,"Cornichons",16,"specialty cheeses"
2,32306,"Smoked Black Pepper White Cheddar",16,"specialty cheeses"
2,13531,"Petite Camembert Cheese",16,"specialty cheeses"
2,9999,"Cheese, Spreadable, Crescenza-Stracchino",16,"specialty cheeses"
2,17042,"8 oz Dofino Havarti Light",16,"specialty cheeses"
2,9845,"Cheddar",16,"specialty cheeses"
2,29162,"Cheddar Cheese Natural Sharp",16,"specialty cheeses"
2,40666,"Plain Goat Cheese",16,"specialty cheeses"
2,43969,"Cranberry, Orange, And Cinnamon Goat Cheese Log",16,"specialty cheeses"
2,36167,"Medium Cheddar",16,"specialty cheeses"
2,45955,"Truffle Tremor Cheese",16,"specialty cheeses"
2,4350,"Mushroom And Ricotta Ravioli",16,"specialty cheeses"
2,38382,"Campo De Montalban",16,"specialty cheeses"
2,34765,"Whole Brie Cheese",16,"specialty cheeses"
2,33329,"Smoked Gouda With Bacon",16,"specialty cheeses"
2,11056,"Schloss",16,"specialty cheeses"
2,16830,"Le Gruyere Cheese",16,"specialty cheeses"
2,7515,"Spinach And Ricotta Ravioli",16,"specialty cheeses"
2,30005,"Sharp White Cheddar Cheese",16,"specialty cheeses"
2,22426,"Alehouse Cheddar",16,"specialty cheeses"
2,36068,"Panela Cheese",16,"specialty cheeses"
2,35806,"Fior Di Latte Organic Fresh Mozzarella",16,"specialty cheeses"
2,4356,"Danish Havarti Cheese",16,"specialty cheeses"
2,45481,"Petit Creme Brie",16,"specialty cheeses"
2,7041,"Pecorino Romano",16,"specialty cheeses"
2,20698,"Swiss Gruyere Cheese",16,"specialty cheeses"
2,4248,"Brie Cheese Wedge",16,"specialty cheeses"
2,12388,"42% Lower Sodium Provolone Sliced Cheese",16,"specialty cheeses"
2,20329,"Classic Swiss",16,"specialty cheeses"
2,44263,"Port Wine Cheeseball Spreadable Cheeseball",16,"specialty cheeses"
2,26850,"Cheese, Creamy Goat, Olive & Herb",16,"specialty cheeses"
2,28423,"Gold BellaVitano Cheese",16,"specialty cheeses"
2,6871,"Smoked Gouda",16,"specialty cheeses"
2,2920,"Aged Mahon",16,"specialty cheeses"
2,24167,"Classic Vermont Sharp Cheddar Cheese",16,"specialty cheeses"
2,3610,"Graziers Raw Jalapeño Jack Cheese",16,"specialty cheeses"
2,39346,"Camembert, Original",16,"specialty cheeses"
2,37224,"Blue Cheese Center Cut",16,"specialty cheeses"
2,12151,"Sheep Milk Original Plain Kefir",16,"specialty cheeses"
2,5521,"Delice De Bourgogne Soft Ripened Cheese",16,"specialty cheeses"
2,45841,"Triple Cream Cheese",16,"specialty cheeses"
2,24047,"Fresh Mozzarella, Perlini, Pearl Sized",16,"specialty cheeses"
2,6714,"Aged Coupole Goat Cheese",16,"specialty cheeses"
2,45424,"Goat Cheese Tomato Basil",16,"specialty cheeses"
2,13435,"Amish Blue Cheese",16,"specialty cheeses"
2,48468,"Shredded Gruyere Cheese",16,"specialty cheeses"
2,25185,"Cheese, Pasteurized Process, Cheddar, Hot Stuff Buffalo Wing",16,"specialty cheeses"
2,6198,"Soft Ripened Brie Cheese Double Creme",16,"specialty cheeses"
2,27443,"Mini Cabrie Soft Ripened Goat Cheese",16,"specialty cheeses"
2,5427,"Cheese, Marinated, Sheep & Goat Blend",16,"specialty cheeses"
2,918,"Light Brie Soft-Ripened Cheese Mini-Wheel",16,"specialty cheeses"
2,49644,"Feta Crumbles",16,"specialty cheeses"
2,11295,"Four Pepper Goat Cheese",16,"specialty cheeses"
2,3036,"Lacey Swiss Cheese",16,"specialty cheeses"
2,20689,"Munster Cheese",16,"specialty cheeses"
2,43570,"Queso Cotija",16,"specialty cheeses"
2,14939,"Asiago Freshly Shredded",16,"specialty cheeses"
2,47333,"Queso Fresco",16,"specialty cheeses"
2,5290,"Cheese, Smoked Provolone",16,"specialty cheeses"
2,15906,"Midnight Moon",16,"specialty cheeses"
2,47387,"PsycheDillic Goat Milk Cheese",16,"specialty cheeses"
2,43340,"Bay Blue Cheese",16,"specialty cheeses"
2,13836,"Fromage Blanc Cheese",16,"specialty cheeses"
2,4703,"Fresh Garlic & Herb Goat Cheese",16,"specialty cheeses"
2,2535,"Shaved Parmesan",16,"specialty cheeses"
2,35308,"Cheese Nut Black Ash",16,"specialty cheeses"
2,13320,"Lorraine Swiss",16,"specialty cheeses"
2,1246,"Cheese",16,"specialty cheeses"
2,25751,"Sharp Spreadable Cheddar",16,"specialty cheeses"
2,30250,"American Grana Extra Aged Parmesan Cheese",16,"specialty cheeses"
2,4011,"Colby Jack",16,"specialty cheeses"
2,21711,"Gouda",16,"specialty cheeses"
2,44944,"Counter Domestic Parmesan Wedge",16,"specialty cheeses"
2,20606,"Crumbled Feta, with Mediterranean Herbs, Fat Free",16,"specialty cheeses"
2,40247,"Vintage Choice Classic Vermont Cheddar Cheese Extra Sharp",16,"specialty cheeses"
2,33483,"Light Creamy Swiss Cheese",16,"specialty cheeses"
2,19665,"Organic Feta Cheese",16,"specialty cheeses"
2,32034,"White Alsace Riesling Wine",16,"specialty cheeses"
2,40529,"Red Wax Gouda Cheese",16,"specialty cheeses"
2,16886,"Bread Cheese",16,"specialty cheeses"
2,9761,"Toma Cheese",16,"specialty cheeses"
2,10157,"Pesto Cultured Cashew Cheese",16,"specialty cheeses"
2,22424,"Parmesan",16,"specialty cheeses"
2,13766,"Natural Goat Cheese",16,"specialty cheeses"
2,28052,"Aged Goat Cheese Bijou",16,"specialty cheeses"
2,45520,"Spinach & Artichoke Spreadable Cheese",16,"specialty cheeses"
2,43938,"Cheese Presliced Bonus Pack",16,"specialty cheeses"
2,40169,"Parmigiano Reggiano 24 Month",16,"specialty cheeses"
2,7128,"Les Petites Fromage Garlic & Herb",16,"specialty cheeses"
2,28949,"Switzerland Swiss Cheese",16,"specialty cheeses"
2,29845,"Shredded Pecorino Romano Cheese",16,"specialty cheeses"
2,4567,"Pecorino Romano Cheese",16,"specialty cheeses"
2,41983,"Le Brie Mini Soft Ripened Cheese",16,"specialty cheeses"
2,29854,"Muenster Cheese slices",16,"specialty cheeses"
2,5915,"Romano Cheese Wedge",16,"specialty cheeses"
2,19879,"Port Wine Cheese Log Spreadable Cheese Log",16,"specialty cheeses"
2,42227,"Mediterranean Herbs Feta Crumbles",16,"specialty cheeses"
2,40053,"Port Salut",16,"specialty cheeses"
2,2502,"Sundried Tomato & Basil Spreadable Cheese",16,"specialty cheeses"
2,17578,"Moses Sleeper",16,"specialty cheeses"
2,3355,"Goldfish 9ct Wg Cheddar",16,"specialty cheeses"
2,43240,"Fresh Basil Goat Cheese",16,"specialty cheeses"
2,8019,"Raw Milk Monterrey Jacques Cheese",16,"specialty cheeses"
2,36633,"Reserve Asiago Rosemary And Olive Oil Cheese",16,"specialty cheeses"
2,23323,"Sharp Original Semisoft Cheese",16,"specialty cheeses"
2,15629,"Wine Infused Salame Cheese and Crackers Small Plates",16,"specialty cheeses"
2,6997,"Triple Creme 70% Brie Cheese",16,"specialty cheeses"
2,2461,"Crumbles Gorgonzola Cheese",16,"specialty cheeses"
2,10528,"Cheddar Cheese Medium",16,"specialty cheeses"
2,25431,"Cheese, Aged Dutch, Vincent",16,"specialty cheeses"
2,46644,"Romano Cheese",16,"specialty cheeses"
2,17774,"Parmigiano Reggiano",16,"specialty cheeses"
2,6022,"Shredded Sharp Cheddar",16,"specialty cheeses"
2,22684,"Muenster",16,"specialty cheeses"
2,47705,"Creamy Spread Brie",16,"specialty cheeses"
2,18673,"White American Cheese",16,"specialty cheeses"
3,45744,"Protein Bar, Caramel Pretzel",19,"energy granola bars"
3,32112,"Lemon Poppyseed Oat Bar",19,"energy granola bars"
3,13192,"PB & Chocolate Chip Nirvana Protein Bar",19,"energy granola bars"
3,1128,"Chocolate Chip Granola Bars",19,"energy granola bars"
3,19365,"Nut Bar, Chocolate Chunk",19,"energy granola bars"
3,5131,"Superfood Slam Bar",19,"energy granola bars"
3,36999,"Mango Strawberry Granola Bar",19,"energy granola bars"
3,26023,"Organic Chewy Honey Roasted Nut Granola Bars",19,"energy granola bars"
3,10118,"Nutri-Grain Crunch Apple Cobbler Breakfast Bars",19,"energy granola bars"
3,38048,"Chewy Chocolate Chip Bar",19,"energy granola bars"
3,23485,"Cinnamon Raisin Oat Bar",19,"energy granola bars"
3,27736,"Blueberry Protein Bar Box",19,"energy granola bars"
3,6964,"Mocha Chocolate Protein Bars",19,"energy granola bars"
